customer_id,total_revenue,total_orders,total_items,first_purchase,last_purchase,avg_order_value
14895,25119.54,38,10714,2009-12-10 14:22:00,2011-12-02 09:23:00,27.91
15498,24972.86,44,12134,2009-12-16 17:27:00,2011-12-07 12:48:00,26.54
12621,24311.2,35,13706,2010-02-09 12:01:00,2011-12-08 11:25:00,32.16
16525,24151.3,48,14430,2009-12-02 13:53:00,2011-12-07 15:07:00,68.42
13001,24042.65,33,13448,2009-12-03 16:21:00,2011-12-05 14:51:00,23.69
14607,23763.13,22,15335,2009-12-15 11:25:00,2011-11-24 10:35:00,117.06
12482,23691.4,29,27042,2010-02-24 10:24:00,2010-05-12 16:51:00,116.13
17920,23581.78,54,12265,2009-12-06 10:37:00,2011-12-05 14:29:00,14.38
15640,23494.31,29,12140,2009-12-14 16:36:00,2011-12-05 14:35:00,31.41
12409,23419.29,7,13143,2010-05-23 15:21:00,2011-09-22 10:38:00,88.71
16133,22992.26,56,13653,2010-03-31 12:21:00,2011-12-06 11:24:00,42.27
12682,22950.22,52,10522,2009-12-01 09:28:00,2011-12-06 10:00:00,23.21
14063,22710.2,9,3850,2009-12-08 13:46:00,2010-09-27 16:18:00,567.76
12540,22254.49,33,11019,2009-12-07 16:56:00,2011-11-20 11:31:00,28.86
15159,22116.73,34,13512,2010-10-04 09:31:00,2011-12-08 12:05:00,27.3
13340,22100.56,12,9636,2010-02-22 14:54:00,2011-10-25 13:15:00,102.79
14051,21770.98,37,5709,2009-12-03 11:53:00,2011-12-09 10:20:00,68.46
16839,21758.25,44,11295,2010-02-11 15:02:00,2011-12-01 09:03:00,62.17
12753,21429.39,6,11421,2010-12-12 11:44:00,2011-11-17 10:52:00,108.78
15615,21373.97,47,12090,2009-12-02 15:28:00,2011-11-29 14:42:00,23.72
13319,21323.22,58,8974,2009-12-06 14:46:00,2011-12-04 13:34:00,23.1
14866,20746.54,19,9089,2010-08-26 11:54:00,2011-11-29 11:45:00,152.55
14667,20395.34,54,11939,2009-12-02 12:38:00,2011-11-29 11:30:00,16.06
15251,20324.54,21,12108,2010-01-29 12:42:00,2011-11-30 15:02:00,88.37
12477,20276.37,9,6119,2010-03-26 14:01:00,2011-11-17 09:51:00,35.95
17706,20272.15,31,7824,2010-01-19 12:13:00,2011-12-05 13:34:00,27.51
17243,20203.58,69,7932,2009-12-01 15:36:00,2011-12-08 13:26:00,18.83
18008,19759.08,23,7825,2010-01-06 12:35:00,2011-09-30 15:17:00,203.7
17340,19617.95,18,9497,2010-02-14 14:54:00,2011-11-10 10:45:00,28.94
16843,19571.43,35,18502,2009-12-10 11:40:00,2011-10-28 09:06:00,32.84
17139,19566.76,25,9853,2010-01-11 11:31:00,2011-11-24 10:12:00,24.22
14194,18670.59,36,10037,2010-01-06 12:16:00,2011-12-05 10:38:00,19.61
12357,18287.66,3,6587,2010-11-16 10:05:00,2011-11-06 16:07:00,61.78
13113,18230.07,37,4435,2010-03-28 16:13:00,2011-12-09 12:49:00,48.36
12557,18096.14,8,6382,2009-12-17 10:39:00,2011-11-23 16:59:00,341.44
16746,18046.75,42,11900,2009-12-04 13:00:00,2011-12-05 12:33:00,18.36
17581,17951.17,43,9519,2009-12-03 12:34:00,2011-12-09 12:21:00,22.13
12901,17654.54,28,23075,2011-03-14 10:41:00,2011-12-01 10:07:00,152.19
17377,17644.27,78,7335,2009-12-02 12:39:00,2011-11-16 11:17:00,10.31
14952,17629.35,32,6977,2009-12-03 15:34:00,2011-10-11 10:33:00,57.42
16652,17550.39,16,7477,2010-03-17 10:22:00,2011-10-12 09:38:00,63.82
15189,17524.38,46,6902,2010-07-18 13:37:00,2011-12-08 13:22:00,72.72
18172,17467.24,52,7407,2009-12-11 09:58:00,2011-11-25 11:12:00,36.77
16019,17329.16,27,6959,2009-12-14 14:12:00,2011-10-24 11:51:00,43.0
17416,17298.45,22,8769,2009-12-14 16:29:00,2011-11-10 12:47:00,28.98
15078,17286.73,53,8777,2009-12-04 12:03:00,2011-12-02 15:41:00,22.42
15523,17259.19,16,15633,2009-12-02 15:16:00,2011-09-16 16:29:00,81.41
13027,17239.2,19,42840,2010-01-20 10:41:00,2011-08-18 09:39:00,202.81
14277,17197.61,9,89806,2009-12-13 15:43:00,2011-11-24 15:01:00,45.38
15808,17180.25,21,6753,2009-12-01 16:30:00,2011-02-06 14:33:00,22.25
15125,17024.87,24,8433,2010-03-31 13:29:00,2011-11-14 13:57:00,70.94
12647,16955.55,36,6633,2010-01-13 15:06:00,2011-11-17 12:56:00,32.92
16656,16833.17,30,15433,2009-12-04 12:59:00,2011-11-17 14:43:00,119.38
12433,16794.14,10,13534,2010-08-20 09:23:00,2011-12-09 10:02:00,30.04
17735,16790.33,26,10683,2010-07-30 13:25:00,2011-12-07 16:47:00,19.21
12454,16679.78,5,7703,2010-10-14 17:33:00,2011-10-14 17:13:00,416.99
16553,16584.01,33,16427,2010-02-11 18:46:00,2011-06-29 15:42:00,56.79
13564,16498.97,37,8878,2009-12-02 11:55:00,2011-07-18 14:33:00,13.75
15358,16425.86,42,14902,2009-12-07 12:19:00,2011-12-05 09:04:00,15.08
14961,16410.15,22,8372,2009-12-04 11:32:00,2011-11-29 09:42:00,24.49
13225,16260.07,16,7401,2009-12-17 09:09:00,2011-12-06 13:29:00,130.08
16180,16249.87,13,9813,2010-06-23 13:19:00,2011-08-31 16:28:00,49.69
12472,16249.29,19,10378,2009-12-14 10:49:00,2011-11-07 14:01:00,19.32
12980,16245.78,21,1910,2009-12-02 11:26:00,2011-07-05 09:34:00,312.42
17107,16052.72,10,7530,2010-01-31 15:47:00,2011-11-06 14:14:00,23.96
15044,16024.15,35,5241,2009-12-16 15:13:00,2011-11-20 13:20:00,17.88
13199,15964.21,67,11567,2009-12-05 10:11:00,2011-12-06 12:30:00,78.64
17716,15956.97,24,8819,2009-12-02 17:18:00,2011-11-17 12:00:00,26.55
12971,15704.6,116,14306,2009-12-15 19:04:00,2011-12-06 12:20:00,38.59
16191,15677.82,24,9348,2009-12-11 12:24:00,2011-12-07 11:26:00,67.58
12949,15526.7,22,8233,2009-12-03 15:56:00,2011-11-09 11:25:00,21.72
14769,15514.11,17,11058,2009-12-16 09:17:00,2011-12-07 10:24:00,11.1
14849,15407.61,43,11838,2010-01-10 11:40:00,2011-11-18 10:58:00,20.88
15768,15308.89,34,4215,2009-12-03 12:10:00,2011-08-16 10:48:00,12.67
18087,14761.52,17,7775,2009-12-01 09:43:00,2011-09-02 15:12:00,167.74
18092,14693.72,18,8298,2009-12-04 12:37:00,2011-12-07 13:14:00,104.96
16126,14644.6,15,6140,2009-12-02 13:34:00,2011-11-10 16:03:00,38.44
17133,14622.33,12,10107,2010-03-21 12:31:00,2011-11-24 12:27:00,261.11
16873,14617.39,12,8601,2010-02-09 14:17:00,2011-12-05 12:05:00,28.55
14543,14587.87,39,2639,2009-12-01 13:47:00,2011-11-11 12:45:00,68.81
17448,14523.67,46,11534,2010-03-04 17:29:00,2010-07-30 14:07:00,13.03
15482,14417.36,19,6516,2009-12-02 16:59:00,2011-11-24 10:46:00,97.41
14733,14335.15,15,5799,2010-11-02 15:42:00,2011-11-23 15:39:00,44.94
13488,14205.96,23,7375,2010-01-25 10:13:00,2011-11-22 14:41:00,20.92
15601,14191.74,30,10395,2009-12-01 14:53:00,2011-11-28 15:15:00,17.22
16713,14115.56,32,8482,2009-12-15 12:49:00,2011-11-21 12:36:00,11.15
12714,14093.71,12,8774,2009-12-04 10:00:00,2011-11-30 15:43:00,20.25
12476,14083.91,23,5631,2010-07-26 09:04:00,2011-11-24 12:40:00,27.4
14299,14070.25,27,8136,2009-12-02 10:58:00,2011-12-01 16:05:00,42.0
13178,14059.19,21,8778,2009-12-16 14:00:00,2011-11-13 16:14:00,20.46
18223,14000.85,26,6644,2009-12-04 12:20:00,2011-12-05 09:11:00,24.31
12435,13925.93,6,4958,2009-12-02 13:58:00,2011-09-21 09:06:00,124.34
15760,13916.34,2,2,2010-03-19 11:35:00,2010-03-19 11:45:00,6958.17
17589,13837.94,18,8704,2010-03-07 13:48:00,2011-10-10 16:58:00,10.63
15005,13754.58,56,8666,2009-12-01 14:19:00,2011-11-24 12:25:00,5.76
15382,13733.55,12,9178,2009-12-04 14:13:00,2011-11-25 10:58:00,21.73
15093,13702.38,23,10778,2009-12-08 12:46:00,2011-11-21 13:09:00,43.36
12583,13591.58,27,8535,2009-12-06 11:57:00,2011-12-07 08:07:00,30.47
12989,13551.75,33,6935,2009-12-10 13:27:00,2011-12-06 15:28:00,139.71
15291,13517.76,40,4905,2009-12-03 11:09:00,2011-11-14 11:02:00,55.4
13629,13370.86,19,7722,2010-02-11 17:34:00,2011-11-16 13:21:00,153.69
13097,13324.1,28,5345,2009-12-01 13:31:00,2011-11-07 10:43:00,13.27
16558,13304.11,38,7813,2009-12-03 18:11:00,2011-12-09 10:20:00,17.67
16923,13157.13,32,6190,2010-01-31 11:14:00,2011-11-27 13:00:00,12.15
13090,13091.74,24,3247,2010-08-02 13:58:00,2011-12-01 12:39:00,47.78
15738,13043.32,41,9030,2009-12-10 15:52:00,2011-11-21 08:26:00,27.06
14049,13023.4,13,8480,2010-04-01 14:52:00,2011-11-23 12:20:00,12.27
18225,13014.8,26,7282,2009-12-04 16:52:00,2011-12-06 13:27:00,22.75
15502,13003.87,14,5559,2010-06-03 11:12:00,2011-11-24 12:48:00,39.41
14110,12987.95,33,5825,2009-12-01 09:50:00,2011-12-06 12:26:00,32.55
13969,12973.46,35,6640,2010-03-25 13:15:00,2011-12-02 15:11:00,12.19
13668,12948.48,35,6096,2009-12-11 14:28:00,2011-12-07 12:11:00,17.13
13316,12940.82,10,19931,2010-03-10 10:01:00,2011-11-02 13:40:00,74.8
13952,12823.52,14,5947,2009-12-16 09:41:00,2011-05-06 09:00:00,31.35
13468,12793.28,72,5617,2009-12-03 13:32:00,2011-12-08 10:39:00,18.46
16549,12781.8,34,7087,2010-03-28 15:45:00,2011-11-29 15:06:00,4.13
12437,12683.4,39,8000,2009-12-02 16:24:00,2011-12-08 11:35:00,22.53
12451,12669.88,8,9359,2010-06-28 12:58:00,2011-11-29 08:40:00,24.79
12536,12601.83,3,2803,2011-10-11 14:52:00,2011-10-27 14:20:00,48.28
16161,12580.06,43,6255,2010-02-08 11:06:00,2011-12-08 12:10:00,11.09
17017,12576.99,29,9397,2009-12-03 13:22:00,2011-12-07 09:32:00,33.27
14040,12523.81,35,4972,2009-12-01 12:14:00,2011-10-30 12:42:00,16.04
17858,12518.65,30,5383,2009-12-06 15:41:00,2011-12-04 11:56:00,33.56
14936,12410.81,12,6274,2010-05-05 12:26:00,2011-11-06 10:30:00,23.55
16000,12393.7,3,5110,2011-12-07 12:14:00,2011-12-07 12:17:00,1377.08
12474,12372.75,31,7940,2010-02-11 09:41:00,2011-11-22 14:39:00,17.48
14735,12240.16,56,4513,2009-12-04 11:32:00,2011-12-06 12:09:00,33.44
12481,12185.51,15,7158,2010-04-11 13:10:00,2011-11-17 08:29:00,32.07
15144,12160.31,29,5251,2009-12-13 11:35:00,2011-12-01 15:12:00,34.84
15465,12100.4,32,2638,2009-12-10 09:42:00,2011-11-20 10:11:00,47.45
15194,12021.53,28,8922,2009-12-03 10:37:00,2011-12-06 15:10:00,25.26
13050,11986.52,35,7015,2009-12-15 15:06:00,2011-11-25 09:18:00,12.18
14415,11980.09,23,6263,2009-12-16 14:08:00,2011-12-08 14:38:00,9.71
17364,11972.92,28,7464,2009-12-07 15:28:00,2011-12-09 09:00:00,13.24
17044,11962.3,12,5722,2009-12-07 12:25:00,2011-11-14 14:28:00,80.28
13458,11959.27,16,6760,2010-11-16 14:01:00,2011-12-02 15:29:00,24.66
13854,11944.56,39,3642,2010-01-08 11:28:00,2011-12-01 09:06:00,67.1
16258,11942.52,15,7200,2010-03-10 14:19:00,2011-10-25 13:30:00,34.72
16814,11924.85,36,4844,2010-04-11 12:45:00,2011-11-25 13:27:00,15.55
16523,11916.33,28,4979,2010-01-24 13:14:00,2011-12-08 09:06:00,32.12
17338,11889.33,17,5780,2010-03-10 16:09:00,2011-11-22 14:23:00,9.11
13687,11880.84,1,87167,2010-09-27 16:30:00,2010-09-27 16:30:00,264.02
14505,11879.08,19,5325,2009-12-09 14:48:00,2011-11-22 15:45:00,7.54
18226,11878.88,26,7883,2010-03-05 10:05:00,2011-10-26 13:36:00,22.5
12567,11767.48,15,5308,2010-02-11 10:30:00,2011-11-17 11:02:00,21.16
12705,11762.1,14,7188,2010-06-24 09:51:00,2011-11-24 13:17:00,19.64
14426,11727.94,17,7023,2010-03-04 14:36:00,2011-11-16 12:25:00,19.42
13004,11650.85,36,8768,2009-12-15 09:44:00,2011-11-28 11:27:00,14.3
12683,11633.7,21,7019,2009-12-13 15:01:00,2011-12-05 16:31:00,23.89
15023,11578.65,20,4758,2010-02-03 15:45:00,2011-12-06 17:23:00,12.09
14739,11573.62,25,9696,2009-12-02 13:23:00,2011-12-05 16:54:00,47.43
13418,11559.66,31,7354,2009-12-11 12:51:00,2011-11-28 10:23:00,21.53
15218,11468.83,22,6530,2010-01-26 11:33:00,2011-11-29 11:48:00,28.96
13680,11419.67,12,5244,2009-12-04 14:14:00,2011-12-08 13:47:00,17.68
14016,11403.41,11,5722,2010-01-08 14:12:00,2011-07-01 11:29:00,25.45
12668,11383.03,10,5049,2010-01-31 15:45:00,2011-11-28 10:56:00,21.24
13102,11380.1,37,6366,2010-05-06 13:12:00,2011-12-08 12:52:00,23.66
15874,11284.76,21,5102,2010-01-07 13:56:00,2011-10-07 12:31:00,33.0
15555,11243.91,36,8511,2009-12-06 11:58:00,2011-11-27 16:19:00,7.07
12539,11214.75,7,4535,2009-12-23 13:00:00,2011-11-17 13:30:00,22.25
13576,11202.59,28,4506,2009-12-08 15:12:00,2011-11-29 15:34:00,41.8
12524,11126.11,17,7178,2010-02-08 14:41:00,2011-11-30 15:31:00,46.36
14134,11123.35,15,5814,2009-12-10 09:25:00,2010-11-22 12:26:00,61.8
13013,11097.43,29,5661,2009-12-14 10:34:00,2011-12-08 15:01:00,22.79
15032,11010.05,8,6601,2009-12-10 15:27:00,2011-03-28 15:03:00,115.9
14045,10986.63,16,4459,2010-01-08 10:08:00,2011-08-22 15:27:00,296.94
12918,10953.5,1,1,2010-03-23 15:22:00,2010-03-23 15:22:00,10953.5
16985,10923.16,23,3103,2009-12-10 13:34:00,2011-11-22 13:33:00,44.95
18052,10877.18,1,17766,2010-05-24 11:11:00,2010-05-24 11:11:00,679.82
16033,10608.81,27,4200,2010-08-11 16:44:00,2011-12-04 12:44:00,7.81
13324,10513.47,18,8448,2010-05-25 10:23:00,2011-11-03 16:28:00,79.65
15290,10496.28,26,6567,2010-02-24 10:15:00,2011-12-05 11:39:00,35.95
12431,10432.22,27,4600,2010-01-15 09:04:00,2011-11-04 11:55:00,26.75
14028,10396.5,3,7170,2010-06-07 12:02:00,2010-06-07 13:33:00,1155.17
16168,10360.67,66,4975,2009-12-03 12:38:00,2011-11-29 12:45:00,33.86
16984,10350.53,9,5127,2010-03-07 15:34:00,2011-09-12 13:43:00,9.66
15296,10323.03,12,5452,2010-01-21 13:48:00,2011-10-20 11:47:00,19.33
14422,10271.52,19,6067,2009-12-17 12:12:00,2011-12-09 11:26:00,18.61
17160,10209.16,17,8390,2009-12-04 10:57:00,2011-11-08 14:05:00,15.68
15719,10195.97,31,5356,2009-12-01 12:47:00,2011-11-07 12:29:00,5.76
14796,10169.33,27,7188,2009-12-14 15:06:00,2011-12-08 15:31:00,6.81
16327,10159.64,16,8124,2009-12-14 13:06:00,2011-11-25 13:23:00,11.58
18229,10150.51,28,3071,2009-12-03 14:42:00,2011-11-28 09:48:00,50.5
15805,10148.93,30,6205,2009-12-10 12:57:00,2011-11-16 16:32:00,19.19
18055,10142.64,14,3534,2010-10-22 13:27:00,2011-12-02 14:25:00,19.03
17809,10085.89,20,2995,2009-12-02 14:52:00,2011-11-23 12:59:00,103.98
15547,10057.05,26,7278,2009-12-06 13:40:00,2011-12-02 12:52:00,7.55
13941,10027.18,15,4782,2009-12-16 16:10:00,2011-11-18 09:43:00,106.67
13985,10020.86,22,4936,2010-02-09 13:56:00,2011-12-05 17:06:00,20.88
15694,9978.48,24,2467,2009-12-07 15:43:00,2011-12-09 09:44:00,69.78
14755,9972.55,25,4401,2009-12-03 16:51:00,2011-11-30 11:24:00,20.99
16182,9971.65,9,5887,2010-03-09 09:34:00,2011-09-28 13:23:00,195.52
14101,9961.93,13,10542,2010-03-28 13:36:00,2011-09-27 12:28:00,110.69
16131,9957.42,12,4768,2009-12-02 10:09:00,2011-10-19 11:53:00,45.47
18260,9947.26,23,5244,2009-12-15 13:50:00,2011-06-20 12:37:00,24.26
17049,9942.53,19,4273,2010-03-04 10:23:00,2011-12-07 10:48:00,17.82
16701,9916.73,26,11046,2009-12-01 19:19:00,2011-12-01 11:10:00,36.06
12758,9903.24,7,6155,2009-12-01 14:40:00,2011-08-15 10:22:00,31.64
14329,9887.62,15,5913,2009-12-16 15:31:00,2011-11-22 15:50:00,17.91
12590,9864.26,2,4283,2011-05-12 14:46:00,2011-05-12 14:52:00,145.06
14828,9839.46,13,9718,2009-12-07 11:19:00,2011-05-27 10:16:00,97.42
12490,9823.64,21,5906,2009-12-01 12:52:00,2011-12-04 16:07:00,21.26
13599,9811.04,33,6248,2009-12-01 12:30:00,2011-12-08 16:10:00,25.03
16353,9795.46,38,3483,2009-12-07 13:55:00,2011-12-06 12:23:00,56.62
14944,9784.67,19,4864,2010-02-17 08:47:00,2011-11-10 09:10:00,32.29
17306,9782.35,21,13747,2010-11-01 11:38:00,2011-11-29 12:14:00,135.87
13018,9763.16,35,6746,2010-03-01 12:34:00,2011-11-23 13:28:00,16.19
13735,9762.77,13,4135,2009-12-13 13:31:00,2011-11-15 11:14:00,15.09
14085,9720.67,33,6434,2009-12-08 13:41:00,2011-12-07 13:46:00,9.3
12380,9676.3,11,3355,2010-02-15 12:05:00,2011-11-18 11:27:00,34.93
12839,9669.12,26,6578,2009-12-07 09:18:00,2011-12-07 12:33:00,17.45
16782,9636.12,38,4027,2009-12-09 11:58:00,2011-11-29 13:20:00,5.73
17315,9599.58,43,5088,2010-09-27 12:45:00,2011-12-08 12:15:00,12.85
18109,9555.71,38,4822,2010-07-01 12:13:00,2011-12-08 11:36:00,14.61
14091,9530.08,2,3316,2010-01-10 13:41:00,2010-02-23 15:17:00,733.08
17811,9519.8,47,5278,2010-09-20 11:24:00,2011-12-05 13:46:00,8.26
13999,9502.26,29,5043,2009-12-05 12:42:00,2011-11-29 13:40:00,20.39
17504,9490.17,18,5420,2010-02-08 09:22:00,2011-05-17 12:59:00,27.75
14146,9450.3,12,5780,2010-01-13 16:04:00,2011-12-01 10:18:00,20.72
14439,9443.04,5,2244,2010-01-21 14:01:00,2011-01-24 11:39:00,73.2
13267,9429.81,36,3959,2009-12-07 16:56:00,2011-12-07 11:12:00,22.94
17230,9388.49,18,3753,2009-12-08 13:41:00,2011-03-20 16:12:00,43.26
15727,9371.71,15,5908,2010-01-24 12:12:00,2011-11-23 12:36:00,13.68
15981,9362.77,21,4827,2010-03-29 10:07:00,2011-11-15 08:00:00,32.51
13069,9284.45,38,15171,2010-06-14 14:27:00,2011-12-09 08:39:00,8.94
13162,9275.49,16,5755,2009-12-04 13:59:00,2011-08-09 15:59:00,38.97
15249,9266.0,18,4980,2010-03-26 14:51:00,2011-11-08 11:45:00,18.46
14367,9227.82,16,4426,2011-03-08 14:12:00,2011-12-01 13:19:00,17.71
14292,9226.25,16,3429,2010-03-19 11:10:00,2011-12-02 11:50:00,47.8
13327,9134.48,20,4203,2009-12-18 15:35:00,2011-11-01 10:21:00,28.46
17757,9074.05,56,5011,2010-01-13 15:56:00,2011-12-08 15:31:00,7.22
15298,9061.77,23,6000,2009-12-08 17:04:00,2011-12-07 17:17:00,21.32
15939,9060.39,16,6260,2010-11-30 12:07:00,2011-09-11 11:30:00,56.28
16709,9056.01,14,3261,2009-12-09 13:16:00,2011-09-16 10:56:00,29.99
17068,8987.68,47,4351,2010-03-28 14:26:00,2011-11-27 13:14:00,9.02
15150,8977.94,13,6167,2010-06-14 12:01:00,2011-11-22 12:52:00,15.67
15903,8939.84,12,3926,2010-01-14 10:57:00,2011-11-30 08:08:00,77.07
15867,8923.3,31,5067,2009-12-14 15:16:00,2011-12-04 13:32:00,8.75
12766,8918.99,9,5022,2010-10-28 09:29:00,2011-12-06 08:46:00,22.19
12747,8898.48,26,2640,2009-12-07 13:23:00,2011-12-07 14:34:00,35.74
14060,8898.24,30,7419,2010-03-11 09:47:00,2011-12-05 12:29:00,34.49
13555,8891.84,13,4762,2010-01-19 13:20:00,2011-09-27 12:36:00,22.4
14709,8886.33,25,4141,2009-12-05 15:26:00,2011-11-24 15:41:00,24.89
12359,8873.39,10,2739,2009-12-05 13:32:00,2011-10-13 12:47:00,24.51
14135,8839.67,24,8534,2009-12-02 08:58:00,2011-12-08 11:38:00,40.36
16700,8830.77,25,6644,2009-12-02 10:51:00,2011-12-01 11:00:00,17.15
16550,8813.58,18,5405,2009-12-02 11:24:00,2011-08-23 11:12:00,11.67
15260,8767.73,25,4468,2009-12-06 11:45:00,2011-08-31 13:55:00,23.01
16532,8756.64,5,2544,2010-03-29 10:26:00,2011-11-22 11:08:00,1459.44
13448,8745.93,13,4195,2009-12-06 12:14:00,2011-11-23 12:33:00,16.41
15570,8736.49,25,4079,2010-03-28 14:04:00,2011-12-02 14:47:00,11.97
